canonical	facet	parent_category	parent_source	provenance	confidence	aat_id	llm_note
worsted	material	(unrolled)	self	self	unrolled	300227943	
wove fabric	material	(unrolled)	self	self	unrolled		
wove paper v: graphite	material	(unrolled)	self	self	unrolled	300011098	
wove paperv: graphite	material	(unrolled)	self	self	unrolled	300011098	
wove wrapper	material	(unrolled)	self	self	unrolled		
woven acrylic	material	(unrolled)	self	self	unrolled	300014426	
woven aluminum bottle cap	material	(unrolled)	self	self	unrolled		
woven cane seat	material	(unrolled)	self	self	unrolled		
woven double cloth	material	(unrolled)	self	self	unrolled	300162391	
woven fiber	material	(unrolled)	self	self	unrolled		
woven fiber seat	material	(unrolled)	self	self	unrolled		
woven hemp string	material	(unrolled)	self	self	unrolled	300014249	
woven motif	material	(unrolled)	self	self	unrolled		
woven painted plastic bead	material	(unrolled)	self	self	unrolled	300261776	
woven palm fiber	material	(unrolled)	self	self	unrolled		
woven vegetable fiber	material	(unrolled)	self	self	unrolled		
wrap-around case	material	(unrolled)	self	self	unrolled		
wrapped cotton thread	material	(unrolled)	self	self	unrolled	300014250	
wrapped fringe	material	(unrolled)	self	self	unrolled	300227830	
wrapped supplementary warp thread	material	(unrolled)	self	self	unrolled	300014250	
wrapper	material	(unrolled)	self	self	unrolled		
wrapper in special package	material	(unrolled)	self	self	unrolled		
wrapping	material	(unrolled)	self	self	unrolled	300234992	
wrinkled color photograph	material	(unrolled)	self	self	unrolled		
writing	material	(unrolled)	self	self	unrolled	300054698	
wrought	material	(unrolled)	self	self	unrolled	300237887	
wrought iron handle	material	(unrolled)	self	self	unrolled		
xuan zhi	material	(unrolled)	self	self	unrolled		
yarn fiber	material	(unrolled)	self	self	unrolled		
yarn interlacing	material	(unrolled)	self	self	unrolled		
yellow background	material	(unrolled)	self	self	unrolled	300056369	
yellow border	material	(unrolled)	self	self	unrolled		
yellow chalk	material	(unrolled)	self	self	unrolled	300011727	
yellow cloth slipcase	material	(unrolled)	self	self	unrolled		
yellow color	material	(unrolled)	self	self	unrolled	300131647	
yellow ground	material	(unrolled)	self	self	unrolled	300015297	
yellow nail polish	material	(unrolled)	self	self	unrolled	300015167	
yellow oil crayon	material	(unrolled)	self	self	unrolled		
yellow onlay	material	(unrolled)	self	self	unrolled		
yellow organza	material	(unrolled)	self	self	unrolled	300310123	
yellow pastel	material	(unrolled)	self	self	unrolled	300311039	
yellow pencil	material	(unrolled)	self	self	unrolled	300410335	
yellow pencil addition	material	(unrolled)	self	self	unrolled		
yellow satin brocade	material	(unrolled)	self	self	unrolled	300227779	
yellow self-stick removeable note	material	(unrolled)	self	self	unrolled		
yellow silk chiffon	material	(unrolled)	self	self	unrolled	300249449	
yellow silk crepe de chine	material	(unrolled)	self	self	unrolled		
yellow silk gros de tour	material	(unrolled)	self	self	unrolled		
yellow silk organza	material	(unrolled)	self	self	unrolled	300310123	
yellow silk rep brocade	material	(unrolled)	self	self	unrolled	300227779	
yellow silk satin	material	(unrolled)	self	self	unrolled	300132902	
yellow taffeta	material	(unrolled)	self	self	unrolled	300249434	
yellow wool broadcloth	material	(unrolled)	self	self	unrolled	300411398	
yellow-gold	material	(unrolled)	self	self	unrolled		
yellow.	material	(unrolled)	self	self	unrolled		
ytrace	material	(unrolled)	self	self	unrolled		
zinc plates.	material	(unrolled)	self	self	unrolled		
zinc?	material	(unrolled)	self	self	unrolled		
zincograph	material	(unrolled)	self	self	unrolled		
zincograph in blue color	material	(unrolled)	self	self	unrolled	300131647	
zincograph in green color	material	(unrolled)	self	self	unrolled	300131647	
zincograph in red color	material	(unrolled)	self	self	unrolled	300131647	
zincograph in yellow	material	(unrolled)	self	self	unrolled	300127794	
zincograph in yellow color	material	(unrolled)	self	self	unrolled	300131647	
zipper	material	(unrolled)	self	self	unrolled		
zonc	material	(unrolled)	self	self	unrolled		
zone dyed weft faced plain weave	material	(unrolled)	self	self	unrolled		
zuan zhi	material	(unrolled)	self	self	unrolled		
green steatite	material	(unrolled)	self	self	unrolled		
alaska seal fur	material	animal material	aat-head-noun	aat	medium	300011811	
alligator skin	material	animal material	aat-head-noun	aat	medium	300011840	
alpaca hide	material	animal material	aat-head-noun	aat	medium	300011844	
angel skin coral egg	material	animal material	aat-head-noun	aat	medium	300011801	
angora	material	animal material	aat-full	aat	high	300386672	
animal blood	material	animal material	aat-head-noun	aat	medium	300011797	
animal fur	material	animal material	aat-head-noun	aat	medium	300011811	
animal hair	material	animal material	aat-head-noun	aat	medium	300011814	
animal hide	material	animal material	aat-head-noun	aat	medium	300011844	
animal horn	material	animal material	aat-head-noun	aat	medium	300011826	
animal skin	material	animal material	aat-head-noun	aat	medium	300011840	
antelope horn	material	animal material	aat-head-noun	aat	medium	300011826	
antelope skin	material	animal material	aat-head-noun	aat	medium	300011840	
applied feather	material	animal material	aat-head-noun	aat	medium	300011809	
architectural parchment	material	animal material	aat-head-noun	aat	medium	300011851	
baleen	material	animal material	aat-full	aat	high	300192974	
beaver fur	material	animal material	aat-head-noun	aat	medium	300011811	
bird feather	material	animal material	aat-head-noun	aat	medium	300011809	
bird quill	material	animal material	aat-head-noun	aat	medium	300011828	
black faux fur	material	animal material	aat-head-noun	aat	medium	300011811	
black monkey fur	material	animal material	aat-head-noun	aat	medium	300011811	
blood	material	animal material	aat-full	aat	high	300011797	
blue rabbit fur	material	animal material	aat-head-noun	aat	medium	300011811	
boar bristle	material	animal material	aat-head-noun	aat	medium	300011822	
boar's hair	material	animal material	aat-head-noun	aat	medium	300011814	
bristle	material	animal material	aat-full	aat	high	300011822	
brown pony fur	material	animal material	aat-head-noun	aat	medium	300011811	
buffalo hide	material	animal material	aat-head-noun	aat	medium	300011844	
buffalo horn	material	animal material	aat-head-noun	aat	medium	300011826	
burned vellum	material	animal material	aat-head-noun	aat	medium	300011852	
calf-skin or rabbit fur	material	animal material	aat-head-noun	aat	medium	300011811	
callao bird beak	material	animal material	aat-head-noun	aat	medium	300211742	
camaelid hair	material	animal material	aat-head-noun	aat	medium	300011814	
cameild hair	material	animal material	aat-head-noun	aat	medium	300011814	
camel hair	material	animal material	aat-full	aat	high	300011816	
camelid hair	material	animal material	aat-full	aat	high	300411647	
caribou fur	material	animal material	aat-head-noun	aat	medium	300011811	
caribou hair	material	animal material	aat-full	aat	high	300386401	
caribou hide	material	animal material	aat-head-noun	aat	medium	300011844	
caribou horn	material	animal material	aat-head-noun	aat	medium	300011826	
caribou skin	material	animal material	aat-head-noun	aat	medium	300011840	
cassowary feather	material	animal material	aat-head-noun	aat	medium	300011809	
chicken feather	material	animal material	aat-head-noun	aat	medium	300011809	
chinchilla fur	material	animal material	aat-head-noun	aat	medium	300011811	
coated polyester fleece	material	animal material	aat-head-noun	aat	medium	300192984	
cock feather	material	animal material	aat-head-noun	aat	medium	300011809	
cockatoo feather	material	animal material	aat-head-noun	aat	medium	300011809	
copper plate engraved sheepskin	material	animal material	aat-head-noun	aat	medium	300193374	
coq feather	material	animal material	aat-head-noun	aat	medium	300011809	
cormorant feather	material	animal material	aat-head-noun	aat	medium	300011809	
cotton fleece	material	animal material	aat-head-noun	aat	medium	300192984	
cotton or camelid hair	material	animal material	aat-head-noun	aat	medium	300011814	
covered in limp vellum	material	animal material	aat-head-noun	aat	medium	300011852	
cow horn	material	animal material	aat-head-noun	aat	medium	300011826	
cowhide	material	animal material	aat-full	aat	high	300265542	
coyote fur	material	animal material	aat-head-noun	aat	medium	300011811	
cucus fur	material	animal material	aat-head-noun	aat	medium	300011811	
cuscus fur	material	animal material	aat-head-noun	aat	medium	300011811	
dall sheep horn	material	animal material	aat-head-noun	aat	medium	300011826	
deer hoof	material	animal material	aat-head-noun	aat	medium	300211739	
deer sinew	material	animal material	aat-head-noun	aat	medium	300192952	
deer skin	material	animal material	aat-head-noun	aat	medium	300011840	
deerskin	material	animal material	aat-full	aat	high	300263565	
doeskin	material	animal material	aat-full	aat	high	300263568	
dog fur	material	animal material	aat-head-noun	aat	medium	300011811	
dog hair	material	animal material	aat-full	aat	high	300380361	
dog's hair	material	animal material	aat-head-noun	aat	medium	300011814	
duck feather	material	animal material	aat-head-noun	aat	medium	300011809	
dyed bird-of-paradise feather	material	animal material	aat-head-noun	aat	medium	300011809	
dyed dog hair	material	animal material	aat-head-noun	aat	medium	300011814	
dyed egret feather	material	animal material	aat-head-noun	aat	medium	300011809	
dyed feather	material	animal material	aat-head-noun	aat	medium	300011809	
dyed fox fur	material	animal material	aat-head-noun	aat	medium	300011811	
dyed musk ox fur	material	animal material	aat-head-noun	aat	medium	300011811	
dyed ostrich feather	material	animal material	aat-head-noun	aat	medium	300011809	
dyed other feather	material	animal material	aat-head-noun	aat	medium	300011809	
eagle feather	material	animal material	aat-head-noun	aat	medium	300011809	
egg	material	animal material	aat-full	aat	high	300011801	
egg white	material	animal material	aat-full	aat	high	300191730	
egret feather	material	animal material	aat-head-noun	aat	medium	300011809	
elephant hair	material	animal material	aat-head-noun	aat	medium	300011814	
elephant hide	material	animal material	aat-head-noun	aat	medium	300011844	
elk skin	material	animal material	aat-head-noun	aat	medium	300011840	
emu egg	material	animal material	aat-head-noun	aat	medium	300011801	
emu feather	material	animal material	aat-head-noun	aat	medium	300011809	
emu or rhea feather	material	animal material	aat-head-noun	aat	medium	300011809	
ermine fur	material	animal material	aat-head-noun	aat	medium	300011811	
ewe fur	material	animal material	aat-head-noun	aat	medium	300011811	
faux fur	material	animal material	aat-head-noun	aat	medium	300011811	
faux snake skin	material	animal material	aat-head-noun	aat	medium	300011840	
feather	material	animal material	aat-full	aat	high	300011809	
fish skin	material	animal material	aat-full	aat	high	300386402	
fisher fur	material	animal material	aat-head-noun	aat	medium	300011811	
fleece	material	animal material	aat-full	aat	high	300192984	
fox fur	material	animal material	aat-head-noun	aat	medium	300011811	
fur	material	animal material	aat-full	aat	high	300011811	
glass seed beads sewn to leather hide	material	animal material	aat-head-noun	aat	medium	300011844	
glitter calf hair	material	animal material	aat-head-noun	aat	medium	300011814	
goat hair	material	animal material	aat-full	aat	high	300011818	
goat skin	material	animal material	aat-head-noun	aat	medium	300011840	
goatskin	material	animal material	aat-full	aat	high	300255984	
green lizard skin	material	animal material	aat-head-noun	aat	medium	300011840	
guinea fowl feather	material	animal material	aat-head-noun	aat	medium	300011809	
guinea hen feather	material	animal material	aat-head-noun	aat	medium	300011809	
gut	material	animal material	aat-full	aat	high	300193289	
hair	material	animal material	aat-full	aat	high	300011814	
half parchment	material	animal material	aat-head-noun	aat	medium	300011851	
hand-applied black color in the hair	material	animal material	aat-head-noun	aat	medium	300011814	
heep's wool or camelid hair	material	animal material	aat-head-noun	aat	medium	300011814	
hen feather	material	animal material	aat-head-noun	aat	medium	300011809	
hide	material	animal material	aat-full	aat	high	300011844	
horese hair	material	animal material	aat-head-noun	aat	medium	300011814	
horn	material	animal material	aat-full	aat	high	300011826	
hornbill beak	material	animal material	aat-head-noun	aat	medium	300211742	
horse hair	material	animal material	aat-head-noun	aat	medium	300011814	
horsehair	material	animal material	aat-full	aat	high	300011819	
human hair	material	animal material	aat-full	aat	high	300011820	
hyena skin	material	animal material	aat-head-noun	aat	medium	300011840	
job's tear	material	animal material	aat-head-noun	aat	medium	300266454	
kashmir goat hair	material	animal material	aat-head-noun	aat	medium	300011814	
kidskin	material	animal material	aat-full	aat	high	300255987	
kingfisher feather	material	animal material	aat-head-noun	aat	medium	300011809	
lamb fur	material	animal material	aat-head-noun	aat	medium	300011811	
lamb skin	material	animal material	aat-head-noun	aat	medium	300011840	
leather - hide	material	animal material	aat-head-noun	aat	medium	300011844	
leopard skin	material	animal material	aat-head-noun	aat	medium	300011840	
lion skin	material	animal material	aat-head-noun	aat	medium	300011840	
lizard skin	material	animal material	aat-head-noun	aat	medium	300011840	
lynx pelt	material	animal material	aat-head-noun	aat	medium	300193371	
macaw feather	material	animal material	aat-head-noun	aat	medium	300011809	
