token	count	facet_final	facet_source	canonical_final	aat_id	embedding_suggestion	embedding_similarity	note
applecores	1		unresolved	applecore		apple (fruits)	0.492	
damask brocade	1	material	embedding	damask brocade		damask	0.743	
thin	1	material	embedding	thin		thinner, paint	0.693	
relief cut	1	technique	embedding	relief cut		crushed relief	0.742	
muslin fabric	1	material	embedding	muslin fabric		muslin	0.822	
unbound book in portfolio	1	not_medium	rule	unbound book in portfolio		binding of books	0.475	
embossed rondel	1	technique	embedding	embossed rondel		embossed	0.739	
book in manuscript	1	technique	embedding	book in manuscript		manuscript (handwriting)	0.746	
6/25	1		unresolved	6/25		fractionation	0.455	
redbud	1	technique	embedding	redbud		redox	0.631	
post card	1	material	embedding	post card		card board	0.612	
state i/ii	1		unresolved	state i/ii		i (iodine)	0.378	
an object by duchamp	1	not_medium	rule	an object by duchamp		carthamin	0.476	
355 pages	1		unresolved	page		paginated	0.508	
-------	1		unresolved	-------		negative perspective	0.412	
engraved lettering	1	technique	embedding	engraved lettering		engraved (action)	0.796	
brocade lace	1	material	embedding	brocade lace		english lace	0.758	
some hand colored	1	material	embedding	some hand colored		paper, colored	0.61	
colored sheets mounted to book pages	1		unresolved	sheets mounted to book page		one sheet on (bookbinding sewing)	0.55	
fine machine net	1		unresolved	fine machine net		net (textile)	0.519	
grey taffeta	1	material	embedding	grey taffeta		taffeta	0.807	
knotted pil	1	technique	embedding	knotted pil		knotted	0.808	
red guinea feather	1	material	embedding	red guinea feather		feather (material)	0.581	
plaitwork.	1	technique	embedding	plaitwork.		plaited	0.578	
armorial device	1		unresolved	armorial device		elements, accessory	0.544	
battery operated electronics	1		unresolved	battery operated electronic		electroforming	0.478	
cloth strips	1	material	embedding	cloth strip		cloths	0.71	
black faux fur	1	material	embedding	black faux fur		faux fur	0.889	
electropolated	1	technique	embedding	electropolated		electroforming	0.714	
torn book	1	technique	embedding	torn book		torn	0.755	
tubular weaves	1	material	embedding	tubular weave		composite weave	0.738	
natural pigments	1	material	embedding	natural pigment		organic pigment, natural	0.879	
ankle ties	1	material	embedding	ankle tie		knotted lace	0.67	
decoration in dark brown	1	technique	embedding	decoration in dark brown		decorated	0.635	
three color separations	1	technique	embedding	color separation		two-color processes	0.686	
russian language periodical	1		unresolved	russian language periodical		leather, russia	0.419	
commercial sewing thread	1	technique	embedding	commercial sewing thread		plain sewing	0.713	
enlargement from the original negative	1	technique	embedding	enlargement from the original negative		enlarging	0.697	
compound weaves	1	material	embedding	compound weave		compound weave	0.984	
spout cover	1	material	embedding	spout		grout	0.686	
faceted jewel	1	material	embedding	faceted jewel		industrial jewel	0.624	
lower right corners made up	1		unresolved	lower right corners made up		side-cut bricks	0.458	
feet	1		unresolved	feet		heel-ball	0.528	
dyed rayon	1	material	embedding	dyed rayon		rayon	0.864	
machine-made compound weave	1	material	embedding	machine-made compound weave		compound weave	0.923	
remnants	1	material	embedding	remnant		rubble	0.588	
pigmented abaca	1	material	embedding	pigmented abaca		biological pigment	0.679	
metal fob	1	material	embedding	metal fob		metal	0.697	
encrustations	1	technique	embedding	encrustation		encrusting	0.912	
machine-made pusher lace	1	material	embedding	machine-made pusher lace		machine lace	0.784	
116 plates	1	material	embedding	plate		plates, photographic	0.629	
decorated portfolio box	1	not_medium	rule	decorated portfolio box		decorated papers	0.603	
dark tone etched	1	technique	embedding	dark tone etched		etched	0.735	
underlay	1	technique	embedding	underlay		inlaying	0.732	
metal thread tassel	1	material	embedding	metal thread tassel		metal thread	0.793	
plumbing parts	1		unresolved	plumbing part		filling, hydraulic	0.497	
50 working proofs	1		unresolved	working proof		counter-prove (printing)	0.515	
the verso 'vedute delle isole di procida e d'ischia'	1	not_medium	rule	the verso 'vedute delle isole di procida e d'ischia'		trementina veneciana	0.461	
works	1		unresolved	work		gold-working	0.513	
60 reproductions*	1		unresolved	reproductions*		reproduction (copying)	0.468	
translations	1		unresolved	translation		english ocher	0.509	
jeanne gazel inside front cover	1	not_medium	rule	jeanne gazel inside front		myra-kristall	0.342	
icelandic offset run-up sheets	1	technique	embedding	icelandic offset run-up sheet		offset-printed	0.572	
the other half from childrens' coloring books	1	not_medium	rule	the other half from childrens' coloring book		deux crayons	0.53	
twinrocker mill	1	material	embedding	twinrocker mill		mill board	0.692	
additional rproductive images in theh text	1		unresolved	additional rproductive images in theh text		extra-illustration	0.466	
bayeux type	1		unresolved	bayeux type		bayette	0.514	
text illustrations	1	technique	embedding	text illustration		illustrated	0.676	
turquoise lettering	1	material	embedding	turquoise lettering		turquoise (mineral)	0.745	
colored borders	1		unresolved	border		lined	0.489	
blue polyester lining	1	material	embedding	blue polyester lining		lining (material)	0.702	
wire screen	1	technique	embedding	wire screen		wire drawing	0.636	
5 single raised bands	1		unresolved	single raised band		cross-band	0.509	
musk ox horn	1	material	embedding	musk ox horn		musk-ox wool	0.674	
mounted as lower left image	1		unresolved	mounted as lower left image		mounting	0.516	
54 photographic reproductions	1	technique	embedding	photographic reproduction		photographic	0.655	
small image	1	technique	embedding	small image		scaling, image	0.66	
calcite mounted	1	material	embedding	calcite mounted		calcite	0.743	
counterproof in black	1	technique	embedding	counterproof in black		counterproofing (printing)	0.637	
sheet.	1	material	embedding	sheet.		film, sheet	0.738	
stamped mordant	1	material	embedding	stamped mordant		mordant, dutch	0.708	
orange rabbit fur pelt	1	material	embedding	orange rabbit fur pelt		pelt (animal skin)	0.693	
polyeurethane rigid foam	1	material	embedding	polyeurethane rigid foam		polyethylene foam	0.796	
metallic sequins	1	material	embedding	metallic sequin		sequins (spangles)	0.674	
two cover sheets	1	technique	embedding	cover sheet		two sheets on	0.801	
bast fiber - bamboo	1	material	embedding	bast fiber - bamboo		bamboo (material)	0.775	
birdseye pique	1	material	embedding	birdseye pique		pique	0.672	
onyx base	1	material	embedding	onyx base		onyx (mineral)	0.718	
book box	1	material	embedding	book box		box (wood)	0.705	
black cryon heightened	1	technique	embedding	black cryon heightened		heightened	0.634	
window mount	1	technique	embedding	window mount		mounting	0.606	
boucle	1	material	embedding	boucle		borate	0.799	
pearl dust	1	material	embedding	pearl dust		pearl ash	0.748	
rolled surface color	1	technique	embedding	rolled surface color		roller painted	0.59	
shoelace trim	1	material	embedding	shoelace trim		upholstery trimming	0.657	
plant fibers	1	material	embedding	plant fiber		cotton (fiber)	0.754	
loose as issued in wrapper	1	not_medium	rule	loose as issued in wrapper		wrapped	0.521	
the duo watermark	1	not_medium	rule	the duo watermark		splash-ink	0.502	
strip	1	technique	embedding	strip		stripping	0.795	
including this cover	1		unresolved	including thi		completion	0.347	
polyamide horsehair	1	material	embedding	polyamide horsehair		horsehair	0.725	
japon ancien dust jacket	1		unresolved	japon ancien dust jacket		dust	0.535	
tonal textures	1	technique	embedding	tonal texture		mapping, texture	0.584	
accents in darker tone	1	technique	embedding	accents in darker tone		accent lighting	0.674	
moiré ribbon	1	material	embedding	moiré ribbon		moire antique	0.66	
collage elements in black	1	material	embedding	collage elements in black		collagenous material	0.66	
tacks	1	technique	embedding	tack		tacking	0.857	
razor cuts	1	material	embedding	razor cut		shavings (material)	0.611	
direct dyes	1	material	embedding	direct dye		dyes	0.817	
photomechanical illustration	1	technique	embedding	photomechanical illustration		photomechanical processes, planographic	0.787	
machine-stitched patchwork	1	technique	embedding	machine-stitched patchwork		stitching (generic process)	0.731	
irredescent sequins	1	material	embedding	irredescent sequin		sequins (spangles)	0.675	
color lithograpmounted	1	material	embedding	lithograpmounted		lithopone	0.635	
works by duchamp	1		unresolved	works by duchamp		carthamin	0.451	
eccentric-wefts	1		unresolved	eccentric-weft		weft patterning	0.478	
watermark: michallet.	1	not_medium	rule	watermark: michallet.		paper, michallet	0.568	
metal springs	1	material	embedding	metal spring		metal	0.639	
synthetic faille	1	material	embedding	synthetic faille		faille	0.659	
one lion's claw	1	material	embedding	lion's claw		lion skin	0.578	
white body	1	material	embedding	white body		white, bone	0.687	
supplenmentary-weft patterning	1	technique	embedding	supplenmentary-weft patterning		weft-patterning	0.886	
rattan repair to reattach the male figure	1	material	embedding	rattan repair to reattach the male figure		rattan	0.607	
fiber loops	1	material	embedding	fiber loop		fiberfill	0.709	
wrapper in special package	1	material	embedding	wrapper in special package		plastic wrap	0.629	
pâte-sur-pâte decoration	1	technique	embedding	pâte-sur-pâte decoration		patinaed	0.596	
bue	1	material	embedding	bue		bur	0.813	
buffalo horn	1	material	embedding	buffalo horn		horn silver	0.698	
mylar cover	1	material	embedding	mylar		ashlar	0.589	
451.	1		unresolved	451.		book paper	0.401	
pieced together by the artist.	1	material	embedding	pieced together by the artist.		support (artist's material)	0.583	
applied foot	1		unresolved	applied foot		application lace	0.536	
sea mammal whiskers	1		unresolved	sea mammal whisker		seashells	0.54	
photo halftone	1	technique	embedding	photo halftone		halftone process	0.665	
the same illustration	1	not_medium	rule	the same illustration		extra-illustration	0.644	
a colored design	1	not_medium	rule	a colored design		colored paper	0.639	
calendar	1	technique	embedding	calendar		calendering	0.84	
2 sets	1	material	embedding	set		setts	0.589	
artist's inscription	1	technique	embedding	artist's inscription		stipple-engraved	0.597	
stored in slipcase	1		unresolved	stored in slipcase		slip decoration	0.469	
3:1 twill lampas	1	material	embedding	3:1 twill lampa		twill	0.56	
artists' book	1	material	embedding	artists' book		artists' materials	0.732	
pandanus leaf	1	material	embedding	pandanus leaf		pandanus (textile)	0.748	
mulberry root	1	material	embedding	mulberry root		mulberry paper	0.674	
sketche	1	technique	embedding	sketche		sketched	0.739	
eccentric weave tapestry	1	technique	embedding	eccentric weave tapestry		tapestry weave	0.847	
hand-colored ithograph	1	technique	embedding	ithograph		hektograph	0.735	
engrav ing	1	material	embedding	engrav ing		engobe	0.685	
applied ribs	1	material	embedding	applied rib		rib weave	0.65	
signed at lower right 'andrew wyeth'	1	technique	embedding	signed at lower right 'andrew wyeth'		signed	0.611	
reconstructed amber sticks	1	material	embedding	reconstructed amber stick		amber (fossil resin)	0.647	
fabric ribbon	1	material	embedding	fabric ribbon		ribbon (material)	0.839	
colophon in slipcase	1		unresolved	colophon in slipcase		slip (clay)	0.522	
accordion-style book	1	technique	embedding	accordion-style book		folding, accordion	0.63	
accents acratched in	1	technique	embedding	accents acratched in		accent light	0.592	
watermark:column	1	not_medium	rule	watermark:column		stamping (marking)	0.422	
laid to a mount	1	technique	embedding	laid to a mount		mounting	0.723	
white roses	1	material	embedding	white rose		golds, rose	0.644	
snow	1	material	embedding	snow		snow white	0.747	
birdseye	1	material	embedding	birdseye		birdseye twill	0.759	
julia passing material	1		unresolved	julia passing material		material, final image	0.364	
green beetle carapaces	1	material	embedding	green beetle carapace		beetle's wings	0.605	
louis xv	1		unresolved	louis xv		french fry	0.48	
blacklight sensitive areas	1		unresolved	blacklight sensitive area		black pigment	0.548	
a folded map	1	not_medium	rule	a folded map		paper-folding	0.608	
folded sheets wrapped	1	material	embedding	folded sheets wrapped		papers, wrapping	0.734	
commercial round reed	1	material	embedding	commercial round reed		reed (grass, material)	0.689	
all but slipcase illustration	1	technique	embedding	all but slipcase illustration		slip painting	0.587	
chemise covering is covered	1	material	embedding	chemise covering is covered		cover-tile	0.572	
